location,price,type,bds,ba,area,zip_code,url,total_found
"1534 S 10th St #1534A, Milwaukee, WI 53204",167000,Apartment for sale,6,2,1935,53201,https://www.zillow.com/homedetails/1534-S-10th-St-1534A-Milwaukee-WI-53204/2078161428_zpid/,453
"2610 N 35th St, Milwaukee, WI 53210",9000,Apartment for sale,4,2,1741,53201,https://www.zillow.com/homedetails/2610-N-35th-St-Milwaukee-WI-53210/40457807_zpid/,453
"1633 N Prospect Ave UNIT 7F, Milwaukee, WI 53202",179900,Condo for sale,1,1,755,53201,https://www.zillow.com/homedetails/1633-N-Prospect-Ave-UNIT-7F-Milwaukee-WI-53202/173546946_zpid/,453
"1028 E Juneau Ave APT 209, Milwaukee, WI 53202",104900,Condo for sale,,1,460,53201,https://www.zillow.com/homedetails/1028-E-Juneau-Ave-APT-209-Milwaukee-WI-53202/40465888_zpid/,453
"2217 W Orchard St #2219, Milwaukee, WI 53204",95000,Apartment for sale,6,2,2210,53201,https://www.zillow.com/homedetails/2217-W-Orchard-St-2219-Milwaukee-WI-53204/2078640726_zpid/,453
"1355 N 32nd St #1357, Milwaukee, WI 53208",56700,Apartment for sale,6,2,1280,53201,https://www.zillow.com/homedetails/1355-N-32nd-St-1357-Milwaukee-WI-53208/2126375047_zpid/,453
"2643 N 24th Pl #2645, Milwaukee, WI 53206",5000,Apartment for sale,4,2,2116,53201,https://www.zillow.com/homedetails/2643-N-24th-Pl-2645-Milwaukee-WI-53206/2079691845_zpid/,453
"1300 N Prospect Ave APT 422, Milwaukee, WI 53202",750000,Condo for sale,2,2,1773,53201,https://www.zillow.com/homedetails/1300-N-Prospect-Ave-APT-422-Milwaukee-WI-53202/89452938_zpid/,453
"1924 N 19th St #1924A, Milwaukee, WI 53205",140000,Apartment for sale,5,2,1718,53201,https://www.zillow.com/homedetails/1924-N-19th-St-1924A-Milwaukee-WI-53205/2081884896_zpid/,453
"2800 W Lincoln Ave #2802, Milwaukee, WI 53215",299000,Apartment for sale,3,3,5090,53201,https://www.zillow.com/homedetails/2800-W-Lincoln-Ave-2802-Milwaukee-WI-53215/2079897331_zpid/,453
"2587 N Murray Ave #2589, Milwaukee, WI 53211",420000,Apartment for sale,,,,53201,https://www.zillow.com/homedetails/2587-N-Murray-Ave-2589-Milwaukee-WI-53211/2078312166_zpid/,453
"1660 N Prospect Ave UNIT 611, Milwaukee, WI 53202",265000,Condo for sale,2,2,954,53201,https://www.zillow.com/homedetails/1660-N-Prospect-Ave-UNIT-611-Milwaukee-WI-53202/82222661_zpid/,453
"1925 W Burnham St, Milwaukee, WI 53204",110000,Apartment for sale,5,2,1620,53201,https://www.zillow.com/homedetails/1925-W-Burnham-St-Milwaukee-WI-53204/40484210_zpid/,453
"1428 W Highland Ave #1430, Milwaukee, WI 53233",149000,Apartment for sale,5,2,2548,53201,https://www.zillow.com/homedetails/1428-W-Highland-Ave-1430-Milwaukee-WI-53233/2080276190_zpid/,453
"1136 E North Ave #1146, Milwaukee, WI 53212",750000,Lot / Land for sale,,,,53201,https://www.zillow.com/homedetails/1136-E-North-Ave-1146-Milwaukee-WI-53212/2080943199_zpid/,453
"1239 N 33rd St, Milwaukee, WI 53208",125000,House for sale,4,1,1632,53201,https://www.zillow.com/homedetails/1239-N-33rd-St-Milwaukee-WI-53208/40467447_zpid/,453
"1633 N Prospect Ave UNIT 4C, Milwaukee, WI 53202",175000,Condo for sale,1,1,751,53201,https://www.zillow.com/homedetails/1633-N-Prospect-Ave-UNIT-4C-Milwaukee-WI-53202/173546929_zpid/,453
"2511-2513 N Buffum St, Milwaukee, WI 53212",124900,Apartment for sale,4,2,2016,53201,https://www.zillow.com/homedetails/2511-2513-N-Buffum-St-Milwaukee-WI-53212/2078897573_zpid/,453
"2065-2065A S 34th St, Milwaukee, WI 53215",--,Auction,3,2,,53201,https://www.zillow.com/homedetails/2065-2065A-S-34th-St-Milwaukee-WI-53215/2079979689_zpid/,453
"1660 N Prospect Ave UNIT 1011, Milwaukee, WI 53202",299999,Condo for sale,2,2,954,53201,https://www.zillow.com/homedetails/1660-N-Prospect-Ave-UNIT-1011-Milwaukee-WI-53202/82224033_zpid/,453
"2018 Wichita Ln, Milwaukee, WI 53204",498500,New construction,3,3,1800,53201,https://www.zillow.com/homedetails/2018-Wichita-Ln-Milwaukee-WI-53204/2077924754_zpid/,453
"1028 E Juneau Ave APT 707, Milwaukee, WI 53202",110000,Condo for sale,,1,460,53201,https://www.zillow.com/homedetails/1028-E-Juneau-Ave-APT-707-Milwaukee-WI-53202/173548043_zpid/,453
"1140 N 15th St #1142, Milwaukee, WI 53233",334900,Apartment for sale,5,2,2708,53201,https://www.zillow.com/homedetails/1140-N-15th-St-1142-Milwaukee-WI-53233/2080276195_zpid/,453
"1101 N 14th St #1103, Milwaukee, WI 53233",242000,Townhouse for sale,6,2,2752,53201,https://www.zillow.com/homedetails/1101-N-14th-St-1103-Milwaukee-WI-53233/2080276191_zpid/,453
"2538 W Greenfield Ave, Milwaukee, WI 53204",125000,Apartment for sale,9,2,2545,53201,https://www.zillow.com/homedetails/2538-W-Greenfield-Ave-Milwaukee-WI-53204/82221883_zpid/,453
"2622 W Kilbourn Ave, Milwaukee, WI 53233",49000,Lot / Land for sale,,,,53201,https://www.zillow.com/homedetails/2622-W-Kilbourn-Ave-Milwaukee-WI-53233/2081941466_zpid/,453
"2214 W Galena St, Menomonee Falls, WI 53052",95000,House for sale,3,1,1037,53201,https://www.zillow.com/homedetails/2214-W-Galena-St-Menomonee-Falls-WI-53052/40466932_zpid/,453
"2734 N 34th St #2736, Milwaukee, WI 53210",55000,Apartment for sale,4,2,2307,53201,https://www.zillow.com/homedetails/2734-N-34th-St-2736-Milwaukee-WI-53210/2077987638_zpid/,453
"1660 N Prospect Ave UNIT 601, Milwaukee, WI 53202",210000,Condo for sale,1,1,745,53201,https://www.zillow.com/homedetails/1660-N-Prospect-Ave-UNIT-601-Milwaukee-WI-53202/82222762_zpid/,453
"1818 S 19th St, Milwaukee, WI 53204",115000,Apartment for sale,6,2,1523,53201,https://www.zillow.com/homedetails/1818-S-19th-St-Milwaukee-WI-53204/40481331_zpid/,453
"1962 S Muskego Ave, Milwaukee, WI 53204",110000,Apartment for sale,4,2,1875,53201,https://www.zillow.com/homedetails/1962-S-Muskego-Ave-Milwaukee-WI-53204/40485388_zpid/,453
"1628 W Windlake Ave #1628A, Milwaukee, WI 53215",118900,Apartment for sale,4,2,2045,53201,https://www.zillow.com/homedetails/1628-W-Windlake-Ave-1628A-Milwaukee-WI-53215/2078406771_zpid/,453
"1619 S 20th St, Milwaukee, WI 53204",129000,Apartment for sale,4,2,2048,53201,https://www.zillow.com/homedetails/1619-S-20th-St-Milwaukee-WI-53204/40480127_zpid/,453
"425 W Reservoir Ave, Milwaukee, WI 53212",75000,For sale by owner,,,,53201,https://www.zillow.com/homedetails/425-W-Reservoir-Ave-Milwaukee-WI-53212/173544452_zpid/,453
"1533 W Mitchell St #1535, Milwaukee, WI 53204",129000,Apartment for sale,,,,53201,https://www.zillow.com/homedetails/1533-W-Mitchell-St-1535-Milwaukee-WI-53204/2083769978_zpid/,453
"1417 W Juneau Ave LOT 1425, Milwaukee, WI 53233",19000,Lot / Land for sale,,,,53201,https://www.zillow.com/homedetails/1417-W-Juneau-Ave-LOT-1425-Milwaukee-WI-53233/2080276186_zpid/,453
"1123 N 15th St LOT 1130, Milwaukee, WI 53233",19000,Lot / Land for sale,,,,53201,https://www.zillow.com/homedetails/1123-N-15th-St-LOT-1130-Milwaukee-WI-53233/2080276194_zpid/,453
"1918 S 33rd St #1920, Milwaukee, WI 53215",24900,Lot / Land for sale,,,,53201,https://www.zillow.com/homedetails/1918-S-33rd-St-1920-Milwaukee-WI-53215/2078674633_zpid/,453
"1117 N 14th St LOT 1141, Milwaukee, WI 53233",66500,Lot / Land for sale,,,,53201,https://www.zillow.com/homedetails/1117-N-14th-St-LOT-1141-Milwaukee-WI-53233/2080276189_zpid/,453
"1101 N 15th St LOT 1117, Milwaukee, WI 53233",38000,Lot / Land for sale,,,,53201,https://www.zillow.com/homedetails/1101-N-15th-St-LOT-1117-Milwaukee-WI-53233/2080276193_zpid/,453
"3225 W Burnham St, Milwaukee, WI 53215",224900,Lot / Land for sale,,,,53201,https://www.zillow.com/homedetails/3225-W-Burnham-St-Milwaukee-WI-53215/173687406_zpid/,453
"1102 N 15th St LOT 1120, Milwaukee, WI 53233",38000,Lot / Land for sale,,,,53201,https://www.zillow.com/homedetails/1102-N-15th-St-LOT-1120-Milwaukee-WI-53233/2080276187_zpid/,453
"2652 N Weil St, Milwaukee, WI 53212",184900,House for sale,4,1,1160,53201,https://www.zillow.com/homedetails/2652-N-Weil-St-Milwaukee-WI-53212/40454955_zpid/,453
"106 W Seeboth St #302, Milwaukee, WI 53204",224900,Condo for sale,1,1,789,53201,https://www.zillow.com/homedetails/106-W-Seeboth-St-302-Milwaukee-WI-53204/2146368912_zpid/,453
"2470 S 15th St, Milwaukee, WI 53215",97497,Pre-foreclosure,2,1,2004,53201,https://www.zillow.com/homedetails/2470-S-15th-St-Milwaukee-WI-53215/40488576_zpid/,453
"2255 S 16th St, Milwaukee, WI 53215",80327,Foreclosed,4,2,3916,53201,https://www.zillow.com/homedetails/2255-S-16th-St-Milwaukee-WI-53215/40484106_zpid/,453
"2463 S 10th St, Milwaukee, WI 53215",62500,Foreclosed,4,3,943,53201,https://www.zillow.com/homedetails/2463-S-10th-St-Milwaukee-WI-53215/40489123_zpid/,453
"2319 S 17th St, Milwaukee, WI 53215",66661,Pre-foreclosure,3,2,1939,53201,https://www.zillow.com/homedetails/2319-S-17th-St-Milwaukee-WI-53215/40489013_zpid/,453
"2482 S Wentworth Ave, Milwaukee, WI 53207",154276,Pre-foreclosure,2,1,1410,53201,https://www.zillow.com/homedetails/2482-S-Wentworth-Ave-Milwaukee-WI-53207/40491716_zpid/,453
"2116 S 13th St, Milwaukee, WI 53215",76361,Pre-foreclosure,4,1,2680,53201,https://www.zillow.com/homedetails/2116-S-13th-St-Milwaukee-WI-53215/40483016_zpid/,453
"2107 S 15th St, Milwaukee, WI 53215",98954,Pre-foreclosure,5,3,4285,53201,https://www.zillow.com/homedetails/2107-S-15th-St-Milwaukee-WI-53215/40483822_zpid/,453
"2342 S 32nd St, Milwaukee, WI 53215",130682,Pre-foreclosure,3,3,2153,53201,https://www.zillow.com/homedetails/2342-S-32nd-St-Milwaukee-WI-53215/40487836_zpid/,453
"1946 S 32nd St, Milwaukee, WI 53215",133843,Pre-foreclosure,3,2,2834,53201,https://www.zillow.com/homedetails/1946-S-32nd-St-Milwaukee-WI-53215/40479344_zpid/,453
"1972 S 32nd St, Milwaukee, WI 53215",97200,Pre-foreclosure,2,1,2077,53201,https://www.zillow.com/homedetails/1972-S-32nd-St-Milwaukee-WI-53215/40479350_zpid/,453
"3019 W Lincoln Ave, Milwaukee, WI 53215",105751,Pre-foreclosure,5,1,1515,53201,https://www.zillow.com/homedetails/3019-W-Lincoln-Ave-Milwaukee-WI-53215/40488026_zpid/,453
"2017 W Grant St, Milwaukee, WI 53215",81235,Foreclosed,4,2,2027,53201,https://www.zillow.com/homedetails/2017-W-Grant-St-Milwaukee-WI-53215/40484562_zpid/,453
"2143 S Layton Blvd, Milwaukee, WI 53215",131217,Pre-foreclosure,4,2,1994,53201,https://www.zillow.com/homedetails/2143-S-Layton-Blvd-Milwaukee-WI-53215/40485919_zpid/,453
"873 W Windlake Ave, Milwaukee, WI 53204",77893,Pre-foreclosure,3,2,2478,53201,https://www.zillow.com/homedetails/873-W-Windlake-Ave-Milwaukee-WI-53204/40483488_zpid/,453
"2487 S 15th St, Milwaukee, WI 53215",99430,Pre-foreclosure,5,1,3386,53201,https://www.zillow.com/homedetails/2487-S-15th-St-Milwaukee-WI-53215/40488507_zpid/,453
"N Humboldt Ave, Milwaukee, WI 53202",349900,Coming soon,4,3,3338,53201,https://www.zillow.com/homedetails/1610-N-Humboldt-Ave-Milwaukee-WI-53202/40465267_zpid/,453
"2577 N Vel R Phillips Ave, Milwaukee, WI 53212",34200,Foreclosed,3,1,1588,53201,https://www.zillow.com/homedetails/2577-N-Vel-R-Phillips-Ave-Milwaukee-WI-53212/40456033_zpid/,453
"2522 N Weil St, Milwaukee, WI 53212",185939,Pre-foreclosure,2,1,2494,53201,https://www.zillow.com/homedetails/2522-N-Weil-St-Milwaukee-WI-53212/40455545_zpid/,453
"1917 N 34th St, Milwaukee, WI 53208",60071,Pre-foreclosure,3,1,3576,53201,https://www.zillow.com/homedetails/1917-N-34th-St-Milwaukee-WI-53208/51694047_zpid/,453
"2228 N 15th St, Milwaukee, WI 53205",168410,Pre-foreclosure,4,2,3903,53201,https://www.zillow.com/homedetails/2228-N-15th-St-Milwaukee-WI-53205/122047053_zpid/,453
"1437 N 22nd St, Milwaukee, WI 53205",74458,Pre-foreclosure,3,1,2285,53201,https://www.zillow.com/homedetails/1437-N-22nd-St-Milwaukee-WI-53205/40466565_zpid/,453
"1667 S 26th St, Milwaukee, WI 53204",93000,Pre-foreclosure,2,1,3358,53201,https://www.zillow.com/homedetails/1667-S-26th-St-Milwaukee-WI-53204/40480566_zpid/,453
"2454 N Fratney St, Milwaukee, WI 53212",187673,Pre-foreclosure,4,2,1502,53201,https://www.zillow.com/homedetails/2454-N-Fratney-St-Milwaukee-WI-53212/40455592_zpid/,453
"1515 S 33rd St, Milwaukee, WI 53215",134089,Pre-foreclosure,4,1,4089,53201,https://www.zillow.com/homedetails/1515-S-33rd-St-Milwaukee-WI-53215/40479611_zpid/,453
"1235 W York St, Milwaukee, WI 53203",220475,Pre-foreclosure,2,,,53201,https://www.zillow.com/homedetails/1235-W-York-St-Milwaukee-WI-53203/83865123_zpid/,453
"1510 N Jackson St, Milwaukee, WI 53202",294741,Pre-foreclosure,4,2,4292,53201,https://www.zillow.com/homedetails/1510-N-Jackson-St-Milwaukee-WI-53202/40470128_zpid/,453
"3007 W Vliet St, Milwaukee, WI 53208",86852,Pre-foreclosure,3,2,1470,53201,https://www.zillow.com/homedetails/3007-W-Vliet-St-Milwaukee-WI-53208/82222128_zpid/,453
"3302 W Saint Paul Ave, Milwaukee, WI 53208",114900,Pre-foreclosure,10,3,3488,53201,https://www.zillow.com/homedetails/3302-W-Saint-Paul-Ave-Milwaukee-WI-53208/40470644_zpid/,453
"1426 S 8th St, Milwaukee, WI 53204",132617,Foreclosed,5,2,2494,53201,https://www.zillow.com/homedetails/1426-S-8th-St-Milwaukee-WI-53204/40481665_zpid/,453
"1527 S 30th St, Milwaukee, WI 53215",109513,Pre-foreclosure,3,1,2330,53201,https://www.zillow.com/homedetails/1527-S-30th-St-Milwaukee-WI-53215/40479168_zpid/,453
"1821 N 23rd St, Milwaukee, WI 53205",55548,Pre-foreclosure,7,2,2961,53201,https://www.zillow.com/homedetails/1821-N-23rd-St-Milwaukee-WI-53205/40463180_zpid/,453
"2865 N Palmer St, Milwaukee, WI 53212",11800,Pre-foreclosure,5,1,2286,53201,https://www.zillow.com/homedetails/2865-N-Palmer-St-Milwaukee-WI-53212/40451181_zpid/,453
"124 W Reservoir Ave, Milwaukee, WI 53212",151810,Pre-foreclosure,3,3,2437,53201,https://www.zillow.com/homedetails/124-W-Reservoir-Ave-Milwaukee-WI-53212/72505690_zpid/,453
"1706 N 32nd St, Milwaukee, WI 53208",52780,Foreclosed,4,2,4062,53201,https://www.zillow.com/homedetails/1706-N-32nd-St-Milwaukee-WI-53208/68920697_zpid/,453
"1509 S 8th St, Milwaukee, WI 53204",32600,Pre-foreclosure,2,1,850,53201,https://www.zillow.com/homedetails/1509-S-8th-St-Milwaukee-WI-53204/40481711_zpid/,453
"316 W Washington St, Milwaukee, WI 53204",137532,Pre-foreclosure,6,2,2352,53201,https://www.zillow.com/homedetails/316-W-Washington-St-Milwaukee-WI-53204/40475219_zpid/,453
"2502 N 24th St, Milwaukee, WI 53206",83140,Pre-foreclosure,4,2,2198,53201,https://www.zillow.com/homedetails/2502-N-24th-St-Milwaukee-WI-53206/117651725_zpid/,453
"2437 W Kilbourn Ave, Milwaukee, WI 53233",89600,Pre-foreclosure,3,1,3525,53201,https://www.zillow.com/homedetails/2437-W-Kilbourn-Ave-Milwaukee-WI-53233/68920741_zpid/,453
"3426 W Scott St, Milwaukee, WI 53215",111768,Pre-foreclosure,4,1,2525,53201,https://www.zillow.com/homedetails/3426-W-Scott-St-Milwaukee-WI-53215/40477752_zpid/,453
"825 S 25th St, Milwaukee, WI 53204",70009,Foreclosed,3,2,1672,53201,https://www.zillow.com/homedetails/825-S-25th-St-Milwaukee-WI-53204/60545759_zpid/,453
"1800 S 29th St, Milwaukee, WI 53215",137299,Pre-foreclosure,6,2,3876,53201,https://www.zillow.com/homedetails/1800-S-29th-St-Milwaukee-WI-53215/40479263_zpid/,453
"1720 W Mineral St, Milwaukee, WI 53204",103992,Pre-foreclosure,6,2,3559,53201,https://www.zillow.com/homedetails/1720-W-Mineral-St-Milwaukee-WI-53204/40476032_zpid/,453
"534 N 30th St, Milwaukee, WI 53208",50790,Pre-foreclosure,3,2,1312,53201,https://www.zillow.com/homedetails/534-N-30th-St-Milwaukee-WI-53208/40470802_zpid/,453
"1628 S 23rd St, Milwaukee, WI 53204",94798,Pre-foreclosure,6,2,4466,53201,https://www.zillow.com/homedetails/1628-S-23rd-St-Milwaukee-WI-53204/40480306_zpid/,453
"921 E Hamilton St, Milwaukee, WI 53202",261560,Pre-foreclosure,2,2,1592,53201,https://www.zillow.com/homedetails/921-E-Hamilton-St-Milwaukee-WI-53202/40464332_zpid/,453
"2465 W Fond Du Lac Ave, Milwaukee, WI 53206",147100,Pre-foreclosure,,,10248,53201,https://www.zillow.com/homedetails/2465-W-Fond-Du-Lac-Ave-Milwaukee-WI-53206/82222340_zpid/,453
"2102 N Commerce St, Milwaukee, WI 53212",334162,Pre-foreclosure,2,,1527,53201,https://www.zillow.com/homedetails/2102-N-Commerce-St-Milwaukee-WI-53212/68920359_zpid/,453
"2122 N Commerce St, Milwaukee, WI 53212",296919,Pre-foreclosure,2,,1372,53201,https://www.zillow.com/homedetails/2122-N-Commerce-St-Milwaukee-WI-53212/68920368_zpid/,453
"2502 N 22nd St, Milwaukee, WI 53206",84472,Pre-foreclosure,4,2,2198,53201,https://www.zillow.com/homedetails/2502-N-22nd-St-Milwaukee-WI-53206/117652870_zpid/,453
"930 S 12th St, Milwaukee, WI 53204",59790,Pre-foreclosure,4,1,2138,53201,https://www.zillow.com/homedetails/930-S-12th-St-Milwaukee-WI-53204/40475880_zpid/,453
"1025 E Pearson St, Milwaukee, WI 53202",245123,Pre-foreclosure,3,2,1820,53201,https://www.zillow.com/homedetails/1025-E-Pearson-St-Milwaukee-WI-53202/40464391_zpid/,453
"1620 N 23rd St, Milwaukee, WI 53205",83844,Pre-foreclosure,3,1,2164,53201,https://www.zillow.com/homedetails/1620-N-23rd-St-Milwaukee-WI-53205/40466905_zpid/,453
"1918 N 22nd St, Milwaukee, WI 53205",132659,Pre-foreclosure,3,1,2740,53201,https://www.zillow.com/homedetails/1918-N-22nd-St-Milwaukee-WI-53205/55529422_zpid/,453
"1526 S 15th St #A, Milwaukee, WI 53204",86022,Foreclosed,4,2,4618,53201,https://www.zillow.com/homedetails/1526-S-15th-St-A-Milwaukee-WI-53204/40480950_zpid/,453
"1559 S 30th St, Milwaukee, WI 53215",121593,Pre-foreclosure,4,2,1479,53201,https://www.zillow.com/homedetails/1559-S-30th-St-Milwaukee-WI-53215/40479500_zpid/,453
"1445 W Cherry St, Milwaukee, WI 53205",78821,Pre-foreclosure,4,1,2348,53201,https://www.zillow.com/homedetails/1445-W-Cherry-St-Milwaukee-WI-53205/40466504_zpid/,453
"1523 E North Ave, Milwaukee, WI 53202",190620,Pre-foreclosure,3,1,2806,53201,https://www.zillow.com/homedetails/1523-E-North-Ave-Milwaukee-WI-53202/40464507_zpid/,453
"2850 N 21st St, Milwaukee, WI 53206",66559,Pre-foreclosure,4,2,2377,53201,https://www.zillow.com/homedetails/2850-N-21st-St-Milwaukee-WI-53206/110746514_zpid/,453
"1918 N 22nd St, Milwaukee, WI 53205",132659,Pre-foreclosure,3,1,2740,53201,https://www.zillow.com/homedetails/1918-N-22nd-St-Milwaukee-WI-53205/55529422_zpid/,453
"1526 S 15th St #A, Milwaukee, WI 53204",86022,Foreclosed,4,2,4618,53201,https://www.zillow.com/homedetails/1526-S-15th-St-A-Milwaukee-WI-53204/40480950_zpid/,453
"754 N 26th St, Milwaukee, WI 53233",58970,Pre-foreclosure,6,2,4187,53201,https://www.zillow.com/homedetails/754-N-26th-St-Milwaukee-WI-53233/40469951_zpid/,453
"1425 S 10th St, Milwaukee, WI 53204",131260,Foreclosed,7,5,3707,53201,https://www.zillow.com/homedetails/1425-S-10th-St-Milwaukee-WI-53204/40481466_zpid/,453
"2536 N Teutonia Ave, Milwaukee, WI 53206",33584,Pre-foreclosure,4,1,3176,53201,https://www.zillow.com/homedetails/2536-N-Teutonia-Ave-Milwaukee-WI-53206/40456980_zpid/,453
"3239 W Mckinley Blvd, Milwaukee, WI 53208",88000,Pre-foreclosure,5,3,2362,53201,https://www.zillow.com/homedetails/3239-W-Mckinley-Blvd-Milwaukee-WI-53208/40467480_zpid/,453
"2463 N 35th St, Milwaukee, WI 53210",37519,Pre-foreclosure,4,2,3913,53201,https://www.zillow.com/homedetails/2463-N-35th-St-Milwaukee-WI-53210/40457981_zpid/,453
"904 E Pearson St, Milwaukee, WI 53202",241697,Pre-foreclosure,2,2,1120,53201,https://www.zillow.com/homedetails/904-E-Pearson-St-Milwaukee-WI-53202/55529491_zpid/,453
"1506 W Vliet St, Milwaukee, WI 53205",75666,Pre-foreclosure,4,1,2692,53201,https://www.zillow.com/homedetails/1506-W-Vliet-St-Milwaukee-WI-53205/40466499_zpid/,453
"4236 S 94th St, Greenfield, WI 53228",149900,House for sale,3,2,1316,53228,https://www.zillow.com/homedetails/4236-S-94th-St-Greenfield-WI-53228/83858618_zpid/,63
"12001 W Plainfield Ave, Greenfield, WI 53228",293000,House for sale,4,3,1649,53228,https://www.zillow.com/homedetails/12001-W-Plainfield-Ave-Greenfield-WI-53228/83872318_zpid/,63
"3652 S 88th St, Milwaukee, WI 53228",195000,House for sale,6,3,2438,53228,https://www.zillow.com/homedetails/3652-S-88th-St-Milwaukee-WI-53228/40512537_zpid/,63
"4814 S Brookdale Dr, Greenfield, WI 53228",299900,House for sale,4,2,1628,53228,https://www.zillow.com/homedetails/4814-S-Brookdale-Dr-Greenfield-WI-53228/83861655_zpid/,63
"11669 W Willow Ct, Greenfield, WI 53228",499900,Condo for sale,2,3,2800,53228,https://www.zillow.com/homedetails/11669-W-Willow-Ct-Greenfield-WI-53228/97306968_zpid/,63
"9709 W Morgan Ave, Milwaukee, WI 53228",249900,House for sale,3,2,1864,53228,https://www.zillow.com/homedetails/9709-W-Morgan-Ave-Milwaukee-WI-53228/40513264_zpid/,63
"5036 S 92nd St, Greenfield, WI 53228",425000,House for sale,,,,53228,https://www.zillow.com/homedetails/5036-S-92nd-St-Greenfield-WI-53228/83854726_zpid/,63
"3676 S 95th St, Milwaukee, WI 53228",269900,House for sale,4,3,1878,53228,https://www.zillow.com/homedetails/3676-S-95th-St-Milwaukee-WI-53228/40512976_zpid/,63
"8550 W Waterford Ave APT 5, Milwaukee, WI 53228",69900,Condo for sale,1,1,705,53228,https://www.zillow.com/homedetails/8550-W-Waterford-Ave-APT-5-Milwaukee-WI-53228/2077988540_zpid/,63
"10907 W Morgan Ave #10909, Milwaukee, WI 53228",299900,Apartment for sale,5,2,2658,53228,https://www.zillow.com/homedetails/10907-W-Morgan-Ave-10909-Milwaukee-WI-53228/2078006710_zpid/,63
"9000 W Plainfield Ave, Greenfield, WI 53228",80000,Lot / Land for sale,,,,53228,https://www.zillow.com/homedetails/9000-W-Plainfield-Ave-Greenfield-WI-53228/83842751_zpid/,63
"8510 W Waterford Ave APT 3, Milwaukee, WI 53228",74900,Condo for sale,1,1,678,53228,https://www.zillow.com/homedetails/8510-W-Waterford-Ave-APT-3-Milwaukee-WI-53228/2078021099_zpid/,63
"4035 S 84th St APT 5, Greenfield, WI 53228",79900,For sale by owner,1,1,680,53228,https://www.zillow.com/homedetails/4035-S-84th-St-APT-5-Greenfield-WI-53228/83852305_zpid/,63
"4037 S 106th St, Greenfield, WI 53228",299000,House for sale,3,2,2225,53228,https://www.zillow.com/homedetails/4037-S-106th-St-Greenfield-WI-53228/83868581_zpid/,63
"12126 W Chapman Ave, Greenfield, WI 53228",270000,House for sale,3,2,1772,53228,https://www.zillow.com/homedetails/12126-W-Chapman-Ave-Greenfield-WI-53228/83870009_zpid/,63
"8515 W Waterford Ave APT 3, Greenfield, WI 53228",85000,Condo for sale,1,1,678,53228,https://www.zillow.com/homedetails/8515-W-Waterford-Ave-APT-3-Greenfield-WI-53228/83858163_zpid/,63
"10045 W Meadow Dr, Greenfield, WI 53228",300000,House for sale,3,2,1777,53228,https://www.zillow.com/homedetails/10045-W-Meadow-Dr-Greenfield-WI-53228/83888870_zpid/,63
"3749 S Oakbrook Dr, Greenfield, WI 53228",369900,Condo for sale,3,3,2490,53228,https://www.zillow.com/homedetails/3749-S-Oakbrook-Dr-Greenfield-WI-53228/83842079_zpid/,63
"4481 S River Ridge Blvd, Greenfield, WI 53228",389900,House for sale,3,2,1915,53228,https://www.zillow.com/homedetails/4481-S-River-Ridge-Blvd-Greenfield-WI-53228/83860051_zpid/,63
"4261 S 96th St, Greenfield, WI 53228",239900,House for sale,3,2,1240,53228,https://www.zillow.com/homedetails/4261-S-96th-St-Greenfield-WI-53228/83847789_zpid/,63
"12260 W Scarlet Oak Ct, Greenfield, WI 53228",399900,House for sale,3,4,2700,53228,https://www.zillow.com/homedetails/12260-W-Scarlet-Oak-Ct-Greenfield-WI-53228/83854327_zpid/,63
"4140 S 103rd St, Greenfield, WI 53228",224900,House for sale,3,2,1443,53228,https://www.zillow.com/homedetails/4140-S-103rd-St-Greenfield-WI-53228/83852694_zpid/,63
"9322 W Wilbur Ave, Milwaukee, WI 53228",184900,House for sale,3,2,1192,53228,https://www.zillow.com/homedetails/9322-W-Wilbur-Ave-Milwaukee-WI-53228/40512996_zpid/,63
"8525 W Waterford Ave APT 5, Milwaukee, WI 53228",84900,Condo for sale,1,1,705,53228,https://www.zillow.com/homedetails/8525-W-Waterford-Ave-APT-5-Milwaukee-WI-53228/2078207395_zpid/,63
"9717 W Morgan Ave, Milwaukee, WI 53228",197500,House for sale,3,2,1206,53228,https://www.zillow.com/homedetails/9717-W-Morgan-Ave-Milwaukee-WI-53228/40513265_zpid/,63
"9230 W Carpenter Ave, Greenfield, WI 53228",649000,House for sale,3,2,2361,53228,https://www.zillow.com/homedetails/9230-W-Carpenter-Ave-Greenfield-WI-53228/241517172_zpid/,63
"4305 S 108th St, Greenfield, WI 53228",899000,Lot / Land for sale,,,,53228,https://www.zillow.com/homedetails/4305-S-108th-St-Greenfield-WI-53228/2088133455_zpid/,63
"3975 S 84th St APT 1, Greenfield, WI 53228",79900,Condo for sale,1,1,667,53228,https://www.zillow.com/homedetails/3975-S-84th-St-APT-1-Greenfield-WI-53228/83877165_zpid/,63
"9720 W Howard Ave, Milwaukee, WI 53228",222900,House for sale,3,2,1227,53228,https://www.zillow.com/homedetails/9720-W-Howard-Ave-Milwaukee-WI-53228/40513283_zpid/,63
"9620 W Howard Ave #9622, Milwaukee, WI 53228",279900,Townhouse for sale,6,4,2496,53228,https://www.zillow.com/homedetails/9620-W-Howard-Ave-9622-Milwaukee-WI-53228/2078316375_zpid/,63
