location,price,type,bds,ba,area,zip_code,url,total_found
"3948 S 120th St, Greenfield, WI 53228",390000,House for sale,4,3,2392,53228,https://www.zillow.com/homedetails/3948-S-120th-St-Greenfield-WI-53228/83881663_zpid/,63
"3779 S 94th St, Milwaukee, WI 53228",229900,House for sale,3,2,1174,53228,https://www.zillow.com/homedetails/3779-S-94th-St-Milwaukee-WI-53228/40513101_zpid/,63
"4038 S 90th St, Milwaukee, WI 53228",209900,House for sale,3,1,1044,53228,https://www.zillow.com/homedetails/4038-S-90th-St-Milwaukee-WI-53228/83866569_zpid/,63
"12190 W White Oak Dr, Greenfield, WI 53228",374900,House for sale,3,2,1914,53228,https://www.zillow.com/homedetails/12190-W-White-Oak-Dr-Greenfield-WI-53228/83871496_zpid/,63
"8515 W Waterford Ave APT 2, Greenfield, WI 53228",79500,Condo for sale,1,1,769,53228,https://www.zillow.com/homedetails/8515-W-Waterford-Ave-APT-2-Greenfield-WI-53228/83856224_zpid/,63
"3975 S 84th St APT 3, Milwaukee, WI 53228",74000,Condo for sale,1,1,680,53228,https://www.zillow.com/homedetails/3975-S-84th-St-APT-3-Milwaukee-WI-53228/83845663_zpid/,63
"8520 W Waterford Ave APT 8, Milwaukee, WI 53228",134900,Condo for sale,2,2,1288,53228,https://www.zillow.com/homedetails/8520-W-Waterford-Ave-APT-8-Milwaukee-WI-53228/2078417825_zpid/,63
"3670 S 97th St, Milwaukee, WI 53228",225000,House for sale,3,2,1533,53228,https://www.zillow.com/homedetails/3670-S-97th-St-Milwaukee-WI-53228/40513244_zpid/,63
"3915 S 84th St APT 4, Greenfield, WI 53228",69900,Condo for sale,1,1,680,53228,https://www.zillow.com/homedetails/3915-S-84th-St-APT-4-Greenfield-WI-53228/83865402_zpid/,63
"12110 W Whitaker Ave, Greenfield, WI 53228",375000,House for sale,4,3,3526,53228,https://www.zillow.com/homedetails/12110-W-Whitaker-Ave-Greenfield-WI-53228/83841281_zpid/,63
"3975 S 84th St APT 6, Greenfield, WI 53228",84900,Condo for sale,1,1,680,53228,https://www.zillow.com/homedetails/3975-S-84th-St-APT-6-Greenfield-WI-53228/83860041_zpid/,63
"3915 S 84th St APT 4, Greenfield, WI 53228",69900,Condo for sale,1,1,680,53228,https://www.zillow.com/homedetails/3915-S-84th-St-APT-4-Greenfield-WI-53228/83865402_zpid/,63
"3985 S 84th St APT 1, Greenfield, WI 53228",77999,For sale by owner,1,1,667,53228,https://www.zillow.com/homedetails/3985-S-84th-St-APT-1-Greenfield-WI-53228/83879394_zpid/,63
"3779 S 94th St, Milwaukee, WI 53228",229900,House for sale,3,2,1174,53228,https://www.zillow.com/homedetails/3779-S-94th-St-Milwaukee-WI-53228/40513101_zpid/,63
"8711 W Forest Home Ave, Greenfield, WI 53228",149000,Lot / Land for sale,,,,53228,https://www.zillow.com/homedetails/8711-W-Forest-Home-Ave-Greenfield-WI-53228/2084353010_zpid/,63
"9620 W Howard Ave #9622, Milwaukee, WI 53228",279900,Townhouse for sale,6,4,2496,53228,https://www.zillow.com/homedetails/9620-W-Howard-Ave-9622-Milwaukee-WI-53228/2078316375_zpid/,63
"8510 W Waterford Ave APT 3, Milwaukee, WI 53228",74900,Condo for sale,1,1,678,53228,https://www.zillow.com/homedetails/8510-W-Waterford-Ave-APT-3-Milwaukee-WI-53228/2078021099_zpid/,63
"8515 W Waterford Ave APT 2, Greenfield, WI 53228",79500,Condo for sale,1,1,769,53228,https://www.zillow.com/homedetails/8515-W-Waterford-Ave-APT-2-Greenfield-WI-53228/83856224_zpid/,63
"9000 W Plainfield Ave, Greenfield, WI 53228",80000,Lot / Land for sale,,,,53228,https://www.zillow.com/homedetails/9000-W-Plainfield-Ave-Greenfield-WI-53228/83842751_zpid/,63
"3975 S 84th St APT 3, Milwaukee, WI 53228",74000,Condo for sale,1,1,680,53228,https://www.zillow.com/homedetails/3975-S-84th-St-APT-3-Milwaukee-WI-53228/83845663_zpid/,63
"8525 W Waterford Ave APT 5, Milwaukee, WI 53228",84900,Condo for sale,1,1,705,53228,https://www.zillow.com/homedetails/8525-W-Waterford-Ave-APT-5-Milwaukee-WI-53228/2078207395_zpid/,63
"12020 W Whitaker Ave, Greenfield, WI 53228",159000,Lot / Land for sale,,,,53228,https://www.zillow.com/homedetails/12020-W-Whitaker-Ave-Greenfield-WI-53228/110759595_zpid/,63
"4305 S 108th St, Greenfield, WI 53228",899000,Lot / Land for sale,,,,53228,https://www.zillow.com/homedetails/4305-S-108th-St-Greenfield-WI-53228/2088133455_zpid/,63
"10557 W Layton Ave, Greenfield, WI 53228",349900,Lot / Land for sale,,,,53228,https://www.zillow.com/homedetails/10557-W-Layton-Ave-Greenfield-WI-53228/2116459749_zpid/,63
"4527 S Foxwood Blvd, Greenfield, WI 53228",396678,Pre-foreclosure,4,3,,53228,https://www.zillow.com/homedetails/4527-S-Foxwood-Blvd-Greenfield-WI-53228/83859992_zpid/,63
"4895 S 84th St, Greenfield, WI 53228",235930,Pre-foreclosure,,,,53228,https://www.zillow.com/homedetails/4895-S-84th-St-Greenfield-WI-53228/83881937_zpid/,63
"4281 S 89th St, Greenfield, WI 53228",207641,Pre-foreclosure,3,,,53228,https://www.zillow.com/homedetails/4281-S-89th-St-Greenfield-WI-53228/83887872_zpid/,63
"4120 S 103rd St, Greenfield, WI 53228",254265,Pre-foreclosure,3,,,53228,https://www.zillow.com/homedetails/4120-S-103rd-St-Greenfield-WI-53228/83858997_zpid/,63
"4362 S 99th St, Greenfield, WI 53228",209868,Pre-foreclosure,3,1,1170,53228,https://www.zillow.com/homedetails/4362-S-99th-St-Greenfield-WI-53228/83846187_zpid/,63
"9712 W Eden Pl, Milwaukee, WI 53228",225635,Pre-foreclosure,3,2,1275,53228,https://www.zillow.com/homedetails/9712-W-Eden-Pl-Milwaukee-WI-53228/40513266_zpid/,63
"3770 S 90th St, Milwaukee, WI 53228",144910,Pre-foreclosure,4,1,1112,53228,https://www.zillow.com/homedetails/3770-S-90th-St-Milwaukee-WI-53228/40512662_zpid/,63
"4245 S 99th St, Greenfield, WI 53228",259463,Pre-foreclosure,5,,2412,53228,https://www.zillow.com/homedetails/4245-S-99th-St-Greenfield-WI-53228/83861131_zpid/,63
"4845 S Brookdale Dr, Greenfield, WI 53228",328960,Pre-foreclosure,7,,,53228,https://www.zillow.com/homedetails/4845-S-Brookdale-Dr-Greenfield-WI-53228/83852091_zpid/,63
"2 Holliday St, Pinedale, WY 82941",25000,For sale by owner,,,,82941,https://www.zillow.com/homedetails/2-Holliday-St-Pinedale-WY-82941/2077843849_zpid/,151
"536 S Tyler Ave, Pinedale, WY 82941",260000,House for sale,4,2,2240,82941,https://www.zillow.com/homedetails/536-S-Tyler-Ave-Pinedale-WY-82941/194345241_zpid/,151
"233 Fayette Pole Creek Rd #23-121, Pinedale, WY 82941",1290000,House for sale,3,3,3783,82941,https://www.zillow.com/homedetails/233-Fayette-Pole-Creek-Rd-23-121-Pinedale-WY-82941/194344073_zpid/,151
"10151 Us Highway 191, Pinedale, WY 82941",425000,House for sale,6,4,3466,82941,https://www.zillow.com/homedetails/10151-Us-Highway-191-Pinedale-WY-82941/2116180936_zpid/,151
"15 W Lake Rd, Pinedale, WY 82941",110000,House for sale,3,1,1020,82941,https://www.zillow.com/homedetails/15-W-Lake-Rd-Pinedale-WY-82941/2077882796_zpid/,151
"1 Pontiac Dr, Daniel, WY 82941",159000,For sale by owner,,,,82941,https://www.zillow.com/homedetails/1-Pontiac-Dr-Daniel-WY-82941/243755718_zpid/,151
"Favazzo Subdivision Rd LOT 13, Pinedale, WY 82941",34500,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Favazzo-Subdivision-Rd-LOT-13-Pinedale-WY-82941/2077931262_zpid/,151
"49 Drew Rd, Boulder, WY 82941",795000,House for sale,2,2,1966,82941,https://www.zillow.com/homedetails/49-Drew-Rd-Boulder-WY-82941/194343824_zpid/,151
"Hay Gulch, Pinedale, WY 82941",295000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Hay-Gulch-Pinedale-WY-82941/2077961773_zpid/,151
"34 Opal St, Pinedale, WY 82941",248000,For sale by owner,3,2,1008,82941,https://www.zillow.com/homedetails/34-Opal-St-Pinedale-WY-82941/194345289_zpid/,151
"12808 Us Hwy 189 191, Bondurant, WY 82941",1100000,House for sale,4,4,3434,82941,https://www.zillow.com/homedetails/12808-Us-Hwy-189-191-Bondurant-WY-82941/2097663373_zpid/,151
"158 Rim Rd, Pinedale, WY 82941",495000,House for sale,2,2,1906,82941,https://www.zillow.com/homedetails/158-Rim-Rd-Pinedale-WY-82941/104695323_zpid/,151
"112 Watson Draw Rd, Bondurant, WY 82941",1190000,House for sale,3,3,2245,82941,https://www.zillow.com/homedetails/112-Watson-Draw-Rd-Bondurant-WY-82941/243762442_zpid/,151
"Glacier Hills Dr, Pinedale, WY 82941",55500,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Glacier-Hills-Dr-Pinedale-WY-82941/194344237_zpid/,151
"71 Chief Joseph Rd, Pinedale, WY 82941",28000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/71-Chief-Joseph-Rd-Pinedale-WY-82941/2078140396_zpid/,151
"17 S James Ln, Pinedale, WY 82941",1500000,House for sale,3,3,2972,82941,https://www.zillow.com/homedetails/17-S-James-Ln-Pinedale-WY-82941/2097291974_zpid/,151
"B D Blvd, Pinedale, WY 82941",43000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/B-D-Blvd-Pinedale-WY-82941/243762170_zpid/,151
"523 S Shanley Ave, Pinedale, WY 82941",450000,House for sale,3,3,3028,82941,https://www.zillow.com/homedetails/523-S-Shanley-Ave-Pinedale-WY-82941/243762258_zpid/,151
"2 W Geronimo Ln, Pinedale, WY 82941",250000,House for sale,2,2,1596,82941,https://www.zillow.com/homedetails/2-W-Geronimo-Ln-Pinedale-WY-82941/104695137_zpid/,151
"7 Gannett Rd, Pinedale, WY 82941",749900,House for sale,6,6,4864,82941,https://www.zillow.com/homedetails/7-Gannett-Rd-Pinedale-WY-82941/194343587_zpid/,151
"0 Old Brazzil Ranch Rd, Pinedale, WY 82941",92500,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/0-Old-Brazzil-Ranch-Rd-Pinedale-WY-82941/2078390733_zpid/,151
"Old Brazzil Trl, Pinedale, WY 82941",39900,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Old-Brazzil-Trl-Pinedale-WY-82941/2078509047_zpid/,151
"28 Vixen Cir, Pinedale, WY 82941",425000,House for sale,2,3,2256,82941,https://www.zillow.com/homedetails/28-Vixen-Cir-Pinedale-WY-82941/194344455_zpid/,151
"515 W Pine St, Pinedale, WY 82941",4500000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/515-W-Pine-St-Pinedale-WY-82941/2078566177_zpid/,151
"156 Old Brazzil Ranch Rd, Pinedale, WY 82941",1450000,House for sale,1,2,1265,82941,https://www.zillow.com/homedetails/156-Old-Brazzil-Ranch-Rd-Pinedale-WY-82941/194344436_zpid/,151
"LOT 4 Alpine Hills Dr, Pinedale, WY 82941",199000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/LOT-4-Alpine-Hills-Dr-Pinedale-WY-82941/2078593189_zpid/,151
"58 Blackhawk Trl, Pinedale, WY 82941",247000,House for sale,4,2,1624,82941,https://www.zillow.com/homedetails/58-Blackhawk-Trl-Pinedale-WY-82941/2078602502_zpid/,151
"14 Skyline St, Pinedale, WY 82941",55000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/14-Skyline-St-Pinedale-WY-82941/2078638216_zpid/,151
"13 Skyline St, Pinedale, WY 82941",55000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/13-Skyline-St-Pinedale-WY-82941/2078638217_zpid/,151
"204 Tee Cir, Pinedale, WY 82941",975000,For sale by owner,4,4,4223,82941,https://www.zillow.com/homedetails/204-Tee-Cir-Pinedale-WY-82941/194345313_zpid/,151
"30 Osage Trl, Pinedale, WY 82941",242000,House for sale,4,3,2560,82941,https://www.zillow.com/homedetails/30-Osage-Trl-Pinedale-WY-82941/2078690520_zpid/,151
"7 Runway Ln, Pinedale, WY 82941",249000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/7-Runway-Ln-Pinedale-WY-82941/2078712578_zpid/,151
"89 Blackhawk Trl, Pinedale, WY 82941",324900,House for sale,4,3,2940,82941,https://www.zillow.com/homedetails/89-Blackhawk-Trl-Pinedale-WY-82941/2078745581_zpid/,151
"127 Opal St, Pinedale, WY 82941",379000,House for sale,3,2,1834,82941,https://www.zillow.com/homedetails/127-Opal-St-Pinedale-WY-82941/194345408_zpid/,151
"Granite Peaks Ln LOT 9, Pinedale, WY 82941",80000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Granite-Peaks-Ln-LOT-9-Pinedale-WY-82941/2078895600_zpid/,151
"LOT 59 Klein Loop, Pinedale, WY 82941",45000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/LOT-59-Klein-Loop-Pinedale-WY-82941/2078984372_zpid/,151
"LOT 4 Mccoy Dr, Pinedale, WY 82941",54250,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/LOT-4-Mccoy-Dr-Pinedale-WY-82941/2078984502_zpid/,151
"LOT 55 Klein Loop, Pinedale, WY 82941",142500,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/LOT-55-Klein-Loop-Pinedale-WY-82941/2078984503_zpid/,151
"LOT 48 Arroyo Ave, Pinedale, WY 82941",38500,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/LOT-48-Arroyo-Ave-Pinedale-WY-82941/2078984494_zpid/,151
"LOT 39 Cantlin Pl, Pinedale, WY 82941",45750,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/LOT-39-Cantlin-Pl-Pinedale-WY-82941/2078984501_zpid/,151
"7 Runway Ln, Pinedale, WY 82941",249000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/7-Runway-Ln-Pinedale-WY-82941/2078712578_zpid/,151
"Hay Gulch, Pinedale, WY 82941",295000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Hay-Gulch-Pinedale-WY-82941/2077961773_zpid/,151
"10 Snow Shoe Trl, Pinedale, WY 82941",980000,House for sale,3,2,2026,82941,https://www.zillow.com/homedetails/10-Snow-Shoe-Trl-Pinedale-WY-82941/104696941_zpid/,151
"58 Blackhawk Trl, Pinedale, WY 82941",247000,House for sale,4,2,1624,82941,https://www.zillow.com/homedetails/58-Blackhawk-Trl-Pinedale-WY-82941/2078602502_zpid/,151
"2 Holliday St, Pinedale, WY 82941",25000,For sale by owner,,,,82941,https://www.zillow.com/homedetails/2-Holliday-St-Pinedale-WY-82941/2077843849_zpid/,151
"79 Looney Ln, Pinedale, WY 82941",105000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/79-Looney-Ln-Pinedale-WY-82941/104695698_zpid/,151
"Ehman Ln, Pinedale, WY 82941",55000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Ehman-Ln-Pinedale-WY-82941/2102182831_zpid/,151
"Sage Ln, Pinedale, WY 82941",150000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Sage-Ln-Pinedale-WY-82941/2084124210_zpid/,151
"Stacker Dr, Pinedale, WY 82941",935000,New construction,,,,82941,https://www.zillow.com/homedetails/Stacker-Dr-Pinedale-WY-82941/2089182549_zpid/,151
"40 Short Rope Rd, Pinedale, WY 82941",69900,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/40-Short-Rope-Rd-Pinedale-WY-82941/2099466961_zpid/,151
"LOT 4 Alpine Hills Dr, Pinedale, WY 82941",199000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/LOT-4-Alpine-Hills-Dr-Pinedale-WY-82941/2078593189_zpid/,151
"Favazzo Subdivision Rd LOT 13, Pinedale, WY 82941",34500,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Favazzo-Subdivision-Rd-LOT-13-Pinedale-WY-82941/2077931262_zpid/,151
"LOT 48 Arroyo Ave, Pinedale, WY 82941",38500,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/LOT-48-Arroyo-Ave-Pinedale-WY-82941/2078984494_zpid/,151
"Lariat Ln, Pinedale, WY 82941",75000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Lariat-Ln-Pinedale-WY-82941/243734925_zpid/,151
"Tract 1 Bridle Bit Ln, Pinedale, WY 82941",109925,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Tract-1-Bridle-Bit-Ln-Pinedale-WY-82941/2105639977_zpid/,151
"Moose Rd LOT 34, Pinedale, WY 82941",130000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Moose-Rd-LOT-34-Pinedale-WY-82941/2091413689_zpid/,151
"307 Cole Ave, Pinedale, WY 82941",227000,House for sale,3,3,1440,82941,https://www.zillow.com/homedetails/307-Cole-Ave-Pinedale-WY-82941/194345512_zpid/,151
"S Tyler Ave, Pinedale, WY 82941",210000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/S-Tyler-Ave-Pinedale-WY-82941/2094050657_zpid/,151
"LOT 59 Klein Loop, Pinedale, WY 82941",45000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/LOT-59-Klein-Loop-Pinedale-WY-82941/2078984372_zpid/,151
"B D Blvd, Pinedale, WY 82941",43000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/B-D-Blvd-Pinedale-WY-82941/243762170_zpid/,151
"23 Willow Lake Rd #119, Pinedale, WY 82941",2060715,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/23-Willow-Lake-Rd-119-Pinedale-WY-82941/194344159_zpid/,151
"Bloomfield Multiple Blocks, Pinedale, WY 82941",7150000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Bloomfield-Multiple-Blocks-Pinedale-WY-82941/2079298418_zpid/,151
"80 Looney Ln, Pinedale, WY 82941",133000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/80-Looney-Ln-Pinedale-WY-82941/2102167831_zpid/,151
"Big Loop Rd, Pinedale, WY 82941",80000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Big-Loop-Rd-Pinedale-WY-82941/194344622_zpid/,151
"Snowmobile Ln, Pinedale, WY 82941",189000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Snowmobile-Ln-Pinedale-WY-82941/243761891_zpid/,151
"Spring Gulch Rd, Pinedale, WY 82941",75000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Spring-Gulch-Rd-Pinedale-WY-82941/194344626_zpid/,151
"Wind River Peaks Dr, Pinedale, WY 82941",99000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Wind-River-Peaks-Dr-Pinedale-WY-82941/194344181_zpid/,151
"Granite Peaks Ln LOT 9, Pinedale, WY 82941",80000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Granite-Peaks-Ln-LOT-9-Pinedale-WY-82941/2078895600_zpid/,151
"W Pine St, Pinedale, WY 82941",699000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/W-Pine-St-Pinedale-WY-82941/2103722582_zpid/,151
"Club House Rd, Pinedale, WY 82941",475000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Club-House-Rd-Pinedale-WY-82941/194344854_zpid/,151
"Hay Meadow Cir, Pinedale, WY 82941",67000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Hay-Meadow-Cir-Pinedale-WY-82941/243734894_zpid/,151
"21 Old Brazzil Trl, Pinedale, WY 82941",69000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/21-Old-Brazzil-Trl-Pinedale-WY-82941/2081385297_zpid/,151
"Pine St, Pinedale, WY 82941",699000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Pine-St-Pinedale-WY-82941/2084991886_zpid/,151
"0 Old Brazzil Ranch Rd, Pinedale, WY 82941",92500,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/0-Old-Brazzil-Ranch-Rd-Pinedale-WY-82941/2078390733_zpid/,151
"Willow Cove Ave, Pinedale, WY 82941",46500,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Willow-Cove-Ave-Pinedale-WY-82941/243735084_zpid/,151
"840 Mccoy Dr, Pinedale, WY 82941",41800,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/840-Mccoy-Dr-Pinedale-WY-82941/2108263120_zpid/,151
"1600 West Rd, Pinedale, WY 82941",995000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/1600-West-Rd-Pinedale-WY-82941/2079898867_zpid/,151
"High Peaks Ln, Pinedale, WY 82941",49000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/High-Peaks-Ln-Pinedale-WY-82941/194344477_zpid/,151
"Fox Willow Drive St LOT 4, Pinedale, WY 82941",169000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Fox-Willow-Drive-St-LOT-4-Pinedale-WY-82941/2104582932_zpid/,151
"9 Hidden Hills Dr, Pinedale, WY 82941",70000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/9-Hidden-Hills-Dr-Pinedale-WY-82941/2100456273_zpid/,151
"Fox Willow Dr LOT 33, Pinedale, WY 82941",250000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Fox-Willow-Dr-LOT-33-Pinedale-WY-82941/2081778291_zpid/,151
"Club House Rd, Pinedale, WY 82941",249000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Club-House-Rd-Pinedale-WY-82941/2107503578_zpid/,151
"Old Brazzil Trl, Pinedale, WY 82941",39900,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Old-Brazzil-Trl-Pinedale-WY-82941/2078509047_zpid/,151
"LOT 19 Alden Ave, Pinedale, WY 82941",62930,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/LOT-19-Alden-Ave-Pinedale-WY-82941/2078984492_zpid/,151
"E Forty LOT 11, Pinedale, WY 82941",79900,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/E-Forty-LOT-11-Pinedale-WY-82941/2103932659_zpid/,151
"Old Brazil Subdivision Pinedale Wyoming LOT 4, Pinedale, WY 82941",399000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Old-Brazil-Subdivision-Pinedale-Wyoming-LOT-4-Pinedale-WY-82941/2108949344_zpid/,151
"LOT 55 Klein Loop, Pinedale, WY 82941",142500,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/LOT-55-Klein-Loop-Pinedale-WY-82941/2078984503_zpid/,151
"Fremont Lk #23-154, Pinedale, WY 82941",75000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/Fremont-Lk-23-154-Pinedale-WY-82941/2105806287_zpid/,151
"71 Chief Joseph Rd, Pinedale, WY 82941",28000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/71-Chief-Joseph-Rd-Pinedale-WY-82941/2078140396_zpid/,151
"89 S Canal St, Pinedale, WY 82941",65000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/89-S-Canal-St-Pinedale-WY-82941/2099188010_zpid/,151
"382 S Madison Ave, Pinedale, WY 82941",40000,Lot / Land for sale,,,,82941,https://www.zillow.com/homedetails/382-S-Madison-Ave-Pinedale-WY-82941/194345163_zpid/,151
